6.4,     50,    0, 0.5526530612244898
6.4,     50,  100, 0.5526530612244898
6.4,     50,  200, 0.5526530612244898
6.4,     50,  300, 0.5526530612244898
6.4,     50,  400, 0.5526530612244898
21.632,   8750,  500, 0.8816326530612245
646.4,   5050,    0, 0.9991836734693877
6.4,     50,  500, 0.5526530612244898
6.4,     50,  600, 0.5526530612244898
966.4,   7550,    0, 0.9991836734693877
6.4,     50,  700, 0.5526530612244898
6.4,     50,  800, 0.5526530612244898
6.4,     50,  900, 0.5306122448979592
231.296,   5050,  100, 0.9910204081632653
19.2,    150,    0, 0.88
19.2,    150,  100, 0.88
13.824,   8750,  600, 0.8767346938775511
19.2,    150,  200, 0.88
231.296,   7550,  100, 0.9910204081632653
19.2,    150,  300, 0.88
79.616,   5050,  200, 0.8946938775510205
19.2,    150,  400, 0.88
19.2,    150,  500, 0.8816326530612245
13.824,    150,  600, 0.8767346938775511
10.496,   8750,  700, 0.866938775510204
47.744,   5050,  300, 0.889795918367347
10.496,    150,  700, 0.866938775510204
79.616,   7550,  200, 0.8946938775510205
8.832,    150,  800, 0.76
7.424,    150,  900, 0.5355102040816326
30.848,   5050,  400, 0.8857142857142857
32,    250,    0, 0.889795918367347
32,    250,  100, 0.889795918367347
8.832,   8750,  800, 0.76
47.744,   7550,  300, 0.889795918367347
32,    250,  200, 0.889795918367347
32,    250,  300, 0.889795918367347
21.632,   5050,  500, 0.8816326530612245
30.848,    250,  400, 0.8857142857142857
21.632,    250,  500, 0.8816326530612245
30.848,   7550,  400, 0.8857142857142857
13.824,    250,  600, 0.8767346938775511
13.824,   5050,  600, 0.8767346938775511
7.424,   8750,  900, 0.5355102040816326
10.496,    250,  700, 0.866938775510204
8.832,    250,  800, 0.76
7.424,    250,  900, 0.5355102040816326
10.496,   5050,  700, 0.866938775510204
44.8,    350,    0, 0.889795918367347
21.632,   7550,  500, 0.8816326530612245
44.8,    350,  100, 0.889795918367347
44.8,    350,  200, 0.889795918367347
8.832,   5050,  800, 0.76
44.8,    350,  300, 0.889795918367347
30.848,    350,  400, 0.8857142857142857
13.824,   7550,  600, 0.8767346938775511
1132.8,   8850,    0, 0.9991836734693877
21.632,    350,  500, 0.8816326530612245
