"time","js.latency","js.accuracy","js.throughput","jet.latency","jet.accuracy","jet.throughput","aws.latency","aws.throughput","aws.accuracy","tcp.latency","tcp.throughput","tcp.accuracy"
193,42.9121,0.960960961,11.49394133,39.5556,0.960960961,11.42078933,37.7676666666667,11.191232,0.8511,42.7396666666667,11.4252826666667,0.8511
194,42.5618,0.979228487,11.24246667,40.0333,0.979228487,10.97648533,36.5223333333333,11.9784933333333,0.9106,42.3333333333333,11.6883386666667,0.9106
195,42.2667,0.974729242,10.83724267,39.4889,0.974729242,11.369712,37.5936666666667,11.6651013333333,0.9593,42.4976666666667,11.8441973333333,0.9593
196,43.7222,0.901234568,11.11385333,39.6889,0.901234568,12.45591733,36.4553333333333,11.253792,0.9821,42.1843333333333,11.416528,0.9821
197,44.2444,0.90212766,13.37958667,40.9438,0.90212766,14.06113067,38.2183333333333,10.9956053333333,0.9689,41.8723333333333,11.00656,0.971
198,46.1222,0.948571429,15.81085067,42.3556,0.948571429,12.551496,37.6633333333333,11.3879573333333,0.902,41.9776666666667,11.2171146666667,0.9036
199,43.4778,0.917431193,12.81256267,40.8652,0.917431193,14.22521333,37.6613333333333,14.2749093333333,0.9054,43.541,13.2785813333333,0.9054
200,44.573,0.926108374,13.40269067,42.6444,0.926108374,13.26179467,37.7133333333333,16.2582693333333,0.9455,45.9826666666667,15.510136,0.9455
201,44.6778,0.928104575,13.02248267,41.1333,0.928104575,12.274928,36.6113333333333,12.4865253333333,0.9159,45.0113333333333,13.6155093333333,0.9159
202,43.4778,0.913207547,11.74492533,39.6154,0.913207547,11.74641333,37.0556666666667,13.9213066666667,0.9353,43.8886666666667,13.227616,0.9353
203,43.4615,0.828947368,10.890872,38.9556,0.828947368,11.59829867,38.772,12.7723466666667,0.9231,44.5943333333333,13.0608266666667,0.9231
204,43.6404,0.819047619,11.39613333,40.7865,0.819047619,13.3664,37.711,11.2439493333333,0.9125,43.9326666666667,12.368008,0.9104
205,142.787,0.962406015,9.514712,41.8427,0.961832061,10.35528,75.1816666666667,9.23220266666667,0.8244,46.3006666666667,9.929368,0.8254
206,541.644,0.895522388,7.083056,92.8696,0.881889764,7.143154667,253.198666666667,7.135064,0.8056,290.818333333333,7.044968,0.8235
207,891.532,0.905405405,7.151946667,420.492,0.904109589,7.093717333,447.289,7.14981066666667,0.9535,679.891666666667,7.375792,0.8667
208,1091.64,0.715447155,6.963397333,750.138,0.743801653,7.369074667,482.485666666667,6.82555466666667,0.9,1160.604,7.180872,0.9538
209,1186.66,0.912280702,7.503378667,934.686,0.872727273,7.101229333,386.699666666667,5.75486133333333,0.9256,1653.16066666667,7.02182133333333,0.9492
210,1296.17,0.710843374,7.060498667,704.66,0.886227545,7.129688,365.584,5.36212,0.8242,2205.267,7.366736,0.8696
211,1404.04,0.812121212,7.101538667,625.511,0.895705522,6.915546667,171.551333333333,5.37560533333333,0.6562,2747.41033333333,6.926368,0.8696
212,1300.89,0.939226519,7.436741333,678.289,0.911111111,7.197578667,48.3873333333333,4.158256,0.7532,3289.17933333333,7.27069866666667,0.8929
213,1077.5,0.94520548,7.046208,648.737,0.939597315,7.216938667,44.5736666666667,3.02186933333333,0.8364,3859.534,7.29426933333333,0.96
214,1219.78,0.842105263,7.044437333,844.233,0.953642384,7.123008,42.6223333333333,3.44173333333333,0.8743,4432.207,7.244968,0.7812
215,1359.85,0.941176471,7.223957333,740.234,0.912087912,7.202178667,47,4.79550133333333,0.9007,4887.82733333333,7.10648266666667,0.7692
216,1380.96,0.963963964,7.216930667,771.56,0.96803653,7.239728,67.7273333333333,5.57283466666667,0.908,5370.09633333333,7.212568,0.8814
217,1533.59,0.8625,7.087213333,717.832,0.875816994,7.120026667,118.966333333333,6.61653866666667,0.913,5805.793,7.11787466666667,0.9412
218,1503.08,0.918918919,7.369192,383.719,0.956521739,7.203282667,55.7123333333333,5.54912266666667,0.951,6245.15033333333,7.11289333333333,0.9126
219,1525.41,0.821428571,7.039024,205.696,0.742857143,6.512648,46.9753333333333,5.11652266666667,0.8714,6653.616,7.134304,0.9032
220,1512.18,0.792682927,7.151616,82.0312,0.748466258,6.759938667,47,5.30301066666667,0.875,6955.03333333333,7.27079466666667,0.9252
221,1527.21,0.839506173,6.868701333,100.253,0.820083682,7.00108,69.722,6.34897333333333,0.8081,7224.087,7.15266666666667,0.9934
222,1717.91,0.885057471,7.358469333,181.961,0.953757225,7.167112,118.427333333333,6.678416,0.8333,7478.84633333333,7.24646933333333,0.9286
223,1834.91,0.953488372,7.185226667,404.211,0.97254902,7.263178667,127.961333333333,6.77112266666667,0.841,7837.32266666667,7.08746666666667,0.9429
224,1837.32,0.91875,7.14416,477.592,0.956790124,7.203042667,99.7686666666667,6.76225066666667,0.9391,8241.252,7.225968,0.9383
225,1869.8,0.920454546,7.201072,299.673,0.960227273,6.971573333,54.0116666666667,6.38546933333333,0.9667,8693.18266666667,7.15393333333333,0.9167
226,1792.97,0.900692841,7.183578667,236.457,0.925925926,7.269416,51.627,6.67558133333333,0.9521,9220.174,7.18901333333333,0.9351
227,1844.05,0.862385321,7.248893333,438.328,0.930337079,7.150056,50.9113333333333,6.30624,0.9405,9762.28533333333,7.19981066666667,0.9608
228,1790.25,0.829145729,7.249264,650.614,0.9375,7.151165333,81.9876666666667,7.07354133333333,0.901,10227.8026666667,7.00056,0.9756
229,1920.34,0.67953668,7.100197333,609.785,0.888888889,7.236304,221.032,7.23897866666667,0.9255,10703.2403333333,7.12125333333333,0.9895
230,1951.55,0.882629108,7.162330667,753.955,0.935185185,7.132314667,276.183333333333,7.094288,0.9277,11177.4276666667,7.321592,0.8864
231,1853.49,0.72327044,7.13644,1002.01,0.897832817,7.288824,211.993333333333,6.73461066666667,0.8822,11655.8206666667,7.16759733333333,0.9836
232,1853.04,0.763636364,7.190408,1069.82,0.890282132,7.062565333,87.7046666666667,5.815576,0.9,12122.5416666667,6.96116,0.9444
233,1949.22,0.840148699,7.092650667,1087.18,0.905109489,7.204936,56.6503333333333,5.661696,0.8478,12604.7983333333,7.35421866666667,0.88
234,1983.16,0.745098039,7.088293333,1284.04,0.736842105,7.091128,70.5256666666667,5.41079733333333,0.855,13123.8393333333,6.97627733333333,0.8649
235,1946.21,0.818532819,7.181309333,1185.82,0.674418605,4.607498667,68.3966666666667,5.62059733333333,0.8182,13673.4656666667,7.37410133333333,0.8286
236,1918,0.736842105,7.271237333,508.278,0.234042553,3.852058667,53.0206666666667,5.00027733333333,0.8563,14248.2553333333,7.31798666666667,0.9111
237,1773.1,0.843537415,7.238565333,428.388,0.604651163,3.445442667,46.7666666666667,4.68225066666667,0.7753,14783.158,7.04040266666667,0.8116
238,1596.02,0.824175824,7.214018667,96.1098,0.858695652,4.35476,47.178,5.019808,0.8429,15330.8826666667,7.063152,0.8235
239,1518.94,0.921465969,7.018005333,154.078,0.958762887,4.90952,67.3813333333333,6.66421066666667,0.8571,15848.2143333333,7.35104,0.929
240,1597.38,0.833333333,7.100125333,153.373,0.908602151,6.442805333,124.132333333333,7.13291733333333,0.9121,16353.4803333333,7.26869866666667,0.9538
241,1629.15,0.936555891,7.293314667,230.024,0.961424332,6.703141333,80.2316666666667,6.17721333333333,0.9496,16845.9523333333,7.10141066666667,0.9664
242,1518.43,0.955696203,7.291885333,307.188,0.971246006,6.661264,52.071,5.10502933333333,0.9227,17279.1923333333,7.11668533333333,0.9518
243,1606.55,0.87544484,6.99908,256.695,0.962121212,7.14276,48.8863333333333,5.59215466666667,0.9646,17712.853,7.21382133333333,0.9765
244,1575.17,0.850877193,7.36248,412.361,0.857142857,7.182229333,76.142,6.153472,0.963,18144.7563333333,7.05618666666667,0.9701
245,1483.32,0.75177305,7.199914667,589.618,0.832214765,7.060562667,158.724333333333,6.26805866666667,0.9528,18603.0783333333,7.29049066666667,0.9886
246,1533.32,0.89539749,7.130816,701.807,0.935622318,7.277136,207.362333333333,6.751616,0.834,19061.6743333333,7.02850933333333,0.9406
247,1690.94,0.802547771,6.773448,809.872,0.917721519,7.122624,332.172333333333,6.647072,0.8322,19506.8616666667,7.21379466666667,0.9273
248,1730.02,0.75,7.641037333,764.31,0.811267606,7.112936,242.193666666667,6.27438133333333,0.8746,19953.586,7.252176,0.9071
249,1917.46,0.803797468,7.016794667,812.146,0.540983607,5.343405333,169.751,6.28389866666667,0.8509,20458.3693333333,7.10026933333333,0.9453
250,1918.48,0.760273973,7.095618667,541.372,0.503496504,5.029306667,58.0286666666667,5.562792,0.8408,20936.7696666667,7.09850666666667,0.9231
251,1892.99,0.647482014,7.182629333,396.289,0.532258065,5.633906667,47.8996666666667,4.588456,0.8137,21468.061,7.27124533333333,0.9767
252,1931.38,0.842553192,7.113405333,525.521,0.767123288,6.323834667,46.5966666666667,3.82668266666667,0.8325,21929.689,7.072968,0.9006
253,1747.34,0.881458967,7.337197333,793.931,0.93902439,4.483234667,46.9776666666667,4.34765066666667,0.8159,22430.274,7.170056,0.9197
254,1638.56,0.892857143,7.081946667,398.03,0.960960961,5.262368,48.311,5.01781333333333,0.9184,22940.5316666667,7.350264,0.9107
255,1502.68,0.967741936,7.200165333,304.629,0.967741936,5.509813333,62.9723333333333,6.180128,0.9286,23419.5383333333,7.08575733333333,0.9474
256,1345.68,0.864516129,7.283026667,314.165,0.901234568,5.427157333,54.7706666666667,5.05655466666667,0.9462,23904.2293333333,7.28318133333333,0.9209
257,1352.67,0.785407725,7.180498667,393.432,0.901052632,5.770181333,45.834,4.38399733333333,0.9305,24366.9286666667,6.810608,0.9157
258,1603.53,0.852941177,7.004930667,538.895,0.908745247,6.423730667,48.7986666666667,5.777224,0.8667,24902.536,7.3068,0.9167
259,1737.13,0.782997763,7.319178667,705.216,0.840646651,6.86472,70.631,6.92361333333333,0.8929,25454.3726666667,7.362472,0.8982
260,1728.13,0.854271357,7.189973333,539.618,0.793814433,6.730069333,88.1993333333333,6.718752,0.9216,25978.173,7.13176,0.9041
261,1686.49,0.830564784,7.081704,183.179,0.926666667,7.293301333,62.9356666666667,6.60415733333333,0.8785,26485.6846666667,7.16239466666667,0.9558
262,1749.09,0.918518519,7.121074667,321.651,0.925925926,6.943637333,130.032666666667,6.855648,0.9217,27000.016,7.095544,0.8816
263,1766.85,0.7,7.220269333,255.619,0.838709677,6.306832,136.235,6.586184,0.8901,27493.442,7.28959466666667,0.8909
264,1687.07,0.796116505,7.283432,231.727,0.8,7.189373333,128.246333333333,5.883592,0.8687,27942.545,6.992112,0.8995
265,1395.25,0.955223881,7.116370667,489.09,0.955223881,7.256138667,102.725,6.21584266666667,0.7523,28342.2436666667,7.29722133333333,0.9157
266,1434.43,0.873015873,7.168653333,675,0.892307692,7.134258667,84.0236666666667,6.67438666666667,0.9302,28704.6533333333,7.21362933333333,0.8333
267,1591.22,0.905405405,7.06112,592.141,0.932432432,7.204554667,137.008666666667,7.16928,0.918,29020.8703333333,7.07438933333333,0.8352
268,1559.97,0.637931035,7.194,656.744,0.721311475,7.144717333,209.595,7.14473866666667,0.932,29395.0856666667,7.357712,0.8675
269,1716.97,0.818181818,7.176874667,447.444,0.718446602,6.102573333,197.345333333333,6.45286133333333,0.8493,29850.2096666667,6.99395466666667,0.9231
270,1763.25,0.715151515,7.084842667,323.831,0.809815951,6.765957333,117.338,6.20963733333333,0.8235,30359.5016666667,7.03161866666667,0.9302
271,1609.59,0.839506173,7.361341333,332.077,0.858895706,6.996304,91.7766666666667,5.72237333333333,0.8118,30900.8713333333,7.36037866666667,0.9176
272,1450.2,0.956521739,7.050002667,331.931,0.989473684,6.960624,110.78,4.95838933333333,0.8675,31402.2753333333,7.30464,0.9358
273,1220.18,0.933333333,7.248904,247.041,0.940397351,7.118413333,135.962333333333,4.80738133333333,0.9091,31926.6456666667,7.04038666666667,0.965
274,1216.78,0.842105263,7.156981333,459.407,0.953642384,7.069554667,75.479,5.58438666666667,0.9434,32320.3986666667,7.112728,0.9249
275,1536.25,0.908108108,6.98432,548.156,0.917127072,7.139357333,51.806,6.13731733333333,0.9457,32786.124,7.367632,0.9641
276,1558.54,0.955357143,7.325088,800.343,0.96803653,7.366176,128.69,6.99781333333333,0.8939,33170.5683333333,7.02061066666667,0.973
277,1717.93,0.858974359,7.243821333,987.12,0.875816994,7.064978667,209.215666666667,6.75793066666667,0.9464,33594.6853333333,7.22198666666667,0.9741
278,1675.6,0.894736842,7.042413333,912.596,0.941176471,7.219605333,79.9103333333333,5.92556533333333,0.9182,34016.9496666667,7.03821866666667,0.967
279,1603.96,0.803571429,7.241274667,883.891,0.781818182,7.073336,63.8086666666667,5.12953333333333,0.9189,34469.2456666667,7.32910666666667,0.9692
280,1662.73,0.754716981,6.98192,879.048,0.824242424,6.195989333,125.628666666667,5.79597066666667,0.7579,34937.9776666667,6.946984,0.9661
281,1706.62,0.860655738,7.073752,640.519,0.775862069,5.039722667,223.185666666667,6.47996266666667,0.75,35409.229,7.28090666666667,0.8571
282,1759.91,0.885057471,7.019605333,395.791,0.944927536,5.405128,262.408666666667,6.065912,0.7545,35902.266,7.140488,0.76
283,1960.46,0.912698413,7.185989333,527.731,0.968503937,6.155104,243.353333333333,6.65552,0.9023,36464.113,7.29012533333333,0.8636
284,1870.07,0.915360502,7.447712,629.153,0.952681388,6.872688,104.803333333333,6.19363466666667,0.9555,37058.3883333333,7.31742666666667,0.8889
285,1800.35,0.929971989,7.277850667,693.926,0.963172805,6.802357333,49.43,5.80450133333333,0.9538,37581.75,7.14136,0.9231
286,1782.04,0.874418605,7.003242667,322.5,0.925925926,7.244490667,51.9443333333333,5.902336,0.9628,38055.489,6.99716266666667,0.9291
287,1787.39,0.831050228,7.378088,398.143,0.934537246,7.209237333,50.4886666666667,5.883736,0.9035,38568.015,7.209152,0.925
288,1838.05,0.882653061,7.100352,679.065,0.9375,7.22552,68.6353333333333,6.72183733333333,0.914,39093.4253333333,7.1192,0.9589
289,1736.6,0.674418605,6.799154667,599.495,0.88976378,7.038378667,80.8166666666667,6.645552,0.9373,39592.2826666667,7.14999733333333,0.9091
290,1784.74,0.907407407,7.272685333,514.488,0.930232558,6.879544,72.539,6.918888,0.898,40101.9,7.324008,0.939
291,1802.3,0.79375,7.378285333,631.862,0.901234568,7.469688,75.214,6.65232533333333,0.9184,40555.689,6.96303466666667,0.8889
292,1825.43,0.740524781,6.936178667,638.822,0.878504673,7.070186667,134.385666666667,7.030272,0.8921,41018.3373333333,7.19436266666667,0.9041
293,1919.39,0.840148699,7.270434667,727.28,0.730923695,6.708802667,200.017333333333,7.24857066666667,0.8766,41476.587,7.445648,0.9305
294,1938.17,0.766197183,7.240224,781.685,0.517799353,4.986184,175.116333333333,7.16713333333333,0.8895,41879.68,6.94491466666667,0.8864
295,1939.56,0.849420849,7.053426667,396.598,0.666666667,4.265037333,84.2626666666667,6.22407466666667,0.8,42223.7016666667,7.28505866666667,0.8649
296,1872.34,0.736842105,7.257114667,253.149,0.530973451,5.303272,46.015,4.65249333333333,0.8458,42610.6276666667,7.14594933333333,0.9128
297,1852.68,0.832214765,7.190226667,235.827,0.621621622,6.122805333,45.9,4.521496,0.7656,43000.882,7.082656,0.9255
298,1642.78,0.824175824,7.274042667,390.164,0.908108108,6.627957333,65.5366666666667,5.54925333333333,0.7853,43381.0293333333,7.179312,0.9709
299,1670.96,0.893401015,7.025933333,500.208,0.927083333,6.216050667,176.088,6.56320266666667,0.9043,43769.4213333333,7.188464,0.9741
300,1698.59,0.897297297,7.162914667,297.08,0.913513514,7.103029333,240.737333333333,6.59045333333333,0.9261,44142.911,7.294088,0.9878
301,1747.76,0.878787879,7.120757333,298.041,0.961424332,7.019562667,163.225666666667,6.091864,0.8739,44498.4196666667,7.05180533333333,0.9706
302,1772.97,0.927899687,7.096589333,481.893,0.971246006,7.246752,54.6326666666667,5.68542666666667,0.9467,44832.4226666667,7.16239733333333,0.9118
303,1681,0.923076923,7.253957333,550.653,0.958174905,7.124237333,50.3,5.65662133333333,0.9625,45208.6973333333,7.13431733333333,0.94
304,1635.41,0.791111111,7.179672,564.622,0.857142857,7.193136,51.7633333333333,5.91329333333333,0.9587,45613.4003333333,7.30033866666667,0.8443
305,1641.25,0.789115646,7.171536,728.588,0.832214765,7.134802667,68.6126666666667,6.03890933333333,0.852,46116.9006666667,7.00800533333333,0.9576
306,1635.46,0.850202429,6.982493333,962.87,0.935622318,7.154408,169.033333333333,6.647512,0.85,46653.6426666667,7.27845866666667,0.954
307,1800.29,0.820189274,7.484389333,972.432,0.903846154,7.23092,167.917666666667,6.532056,0.9306,47224.3333333333,7.08565066666667,0.9339
308,1891.68,0.75,7.042346667,1000.08,0.832402235,7.107765333,133.856,6.16018666666667,0.8934,47669.5196666667,7.23322666666667,0.9071
309,1885.55,0.789644013,7.131754667,1275.34,0.540983607,3.946528,160.396666666667,6.155976,0.8889,48163.338,7.21468533333333,0.9394
310,1903.37,0.573476703,7.263562667,713.955,0.470175439,2.983277333,141.535333333333,6.032464,0.8629,48588.0416666667,7.12484266666667,0.9091
311,1922.64,0.685314685,7.025301333,505.509,0.519685039,3.615741333,55.1306666666667,4.34664266666667,0.8094,49088.1816666667,7.163408,0.9605
312,1811.94,0.843881857,7.223421333,191.876,0.723004695,4.396808,44.2443333333333,3.784072,0.8121,49520.2673333333,7.17642666666667,0.9059
313,1693.74,0.852852853,7.088117333,144.545,0.867088608,4.850058667,45.8776666666667,4.33165066666667,0.8968,49997.345,7.22127733333333,0.9317
314,1529,0.909090909,7.286901333,121.616,0.958083832,5.78128,47.3276666666667,5.13150666666667,0.9199,50377.1936666667,7.24052,0.878
315,1397.38,0.875,7.14352,60.2759,0.964028777,6.2456,47.1696666666667,5.20130933333333,0.9401,50749.9563333333,7.06534133333333,0.8454
316,1385.98,0.886075949,7.216133333,106.2,0.893081761,6.522037333,53.8903333333333,5.19633333333333,0.9248,51095.6773333333,7.22009066666667,0.7761
317,1552.61,0.874734607,7.119978667,206.347,0.90212766,7.019130667,89.6193333333333,5.72982133333333,0.8978,51462.7876666667,7.17281066666667,0.8525
318,1580.71,0.808743169,7.152810667,294.027,0.516129032,4.421274667,162.648333333333,6.86133333333333,0.8612,51929.5083333333,7.270072,0.9538
319,1637.73,0.776523702,7.096466667,324.238,0.38869258,4.800544,258.214333333333,7.13710666666667,0.93,52409.6903333333,6.90768,0.9524
320,1724.8,0.820754717,7.295770667,143.779,0.5,5.214829333,218.854,6.48854933333333,0.9096,52957.2396666667,7.264336,0.9062
321,1609.14,0.841750842,7.080437333,255.986,0.754716981,5.965992,127.429333333333,6.67348533333333,0.9127,53475.6083333333,7.09768266666667,0.8235
322,1629.14,0.794223827,7.311496,482.859,0.854961832,6.372736,55.9676666666667,5.342472,0.8975,54032.573,7.20416,0.8929
323,1576.91,0.846153846,6.945048,437.485,0.831168831,7.056370667,48.33,4.85584,0.8833,54597.923,7.25309066666667,0.9444
324,1464.61,0.691588785,7.512186667,449.803,0.828282828,7.185024,49.921,4.83084266666667,0.7857,55183.262,7.21622133333333,0.8772
325,1361.91,0.923076923,6.783013333,614.364,0.948148148,5.792170667,78.6083333333333,5.68353333333333,0.8043,55655.7983333333,7.09908266666667,0.7179
326,1313.24,0.880597015,7.579384,643.986,0.899224806,4.983562667,179.499,6.71546133333333,0.9391,56123.7506666667,7.28206133333333,0.8857
327,1478.03,0.905405405,7.048064,199.343,0.915492958,4.482064,249.447666666667,6.95189866666667,0.8943,56584.044,7.170184,0.8929
328,1680.73,0.769230769,6.933389333,69.5895,0.743801653,5.485493333,260.315666666667,7.19662933333333,0.9211,57030.2686666667,7.250784,0.9423
329,1691.87,0.818181818,7.287109333,62.4023,0.872727273,6.3474,92.2723333333333,5.67785866666667,0.6303,57437.905,7.08235466666667,0.875
330,1717.37,0.759036145,7.355474667,138.747,0.891566265,6.113698667,45.8716666666667,4.420624,0.7317,57780.0333333333,7.09834133333333,0.9324
331,1638.43,0.829268293,7.128594667,121.031,0.891566265,6.357341333,46.344,4.096912,0.7347,58049.398,7.18176533333333,0.9753
332,1445.55,0.956521739,7.253349333,114.833,0.978947368,7.203464,42.7453333333333,3.12240533333333,0.8391,58278.0083333333,7.11728266666667,0.9533
333,1116.16,0.940397351,7.162010667,303.701,0.929032258,6.83604,45.7666666666667,4.25681066666667,0.8941,58622.8196666667,7.08822666666667,0.9333
334,1172.51,0.842105263,7.066229333,267.667,0.940397351,6.765589333,47.8466666666667,5.72190933333333,0.9231,59008.9813333333,7.43619466666667,0.925
335,1330.76,0.931216931,7.131106667,251,0.917127072,7.228416,87.873,6.80948,0.9176,59449.631,6.91432266666667,0.9362
336,1308.42,0.96,7.218285333,455.288,0.986425339,6.592810667,234.976666666667,6.92916266666667,0.8914,59965.242,7.36193333333333,0.9524
337,1544.14,0.858974359,7.266106667,616.724,0.904458599,7.145709333,247.418,6.329552,0.9849,60488.3846666667,7.08532533333333,0.913
338,1599.07,0.891891892,6.752208,675.202,0.921052632,7.148088,182.107333333333,6.075968,0.8824,60998.0476666667,7.163544,0.976
339,1528.39,0.846846847,7.438856,738.104,0.876190476,7.155981333,59.9133333333333,5.65158933333333,0.8642,61460.8043333333,7.15129866666667,1
340,1593.05,0.795321637,7.025098667,968.279,0.826347305,7.206946667,82.674,6.392144,0.7903,61949.233,7.34482133333333,0.9032
341,1715.43,0.803278689,7.210066667,1134.23,0.045112782,5.377682667,122.502,6.31138933333333,0.8199,62425.586,7.219488,0.9538
342,1841.28,0.885057471,6.980850667,792.953,0.475409836,3.669493333,126.804,6.28396,0.8818,62885.843,6.901328,0.973
343,1926.21,0.94488189,7.407141333,564.254,0.868421053,3.548872,97.0666666666667,6.3242,0.9309,63360.446,7.234784,0.8696
344,1841.11,0.915360502,7.092298667,391.129,0.936305733,4.381818667,53.039,5.99162666666667,0.967,63871.9656666667,7.209536,0.9
345,1775.09,0.935933148,7.340472,482.023,0.911680912,5.587437333,52.9776666666667,6.666672,0.9612,64421.1373333333,7.10354666666667,0.8254
346,1822.44,0.838407494,6.941088,513.333,0.894613583,7.057061333,50.9003333333333,6.4436,0.9185,64977.1373333333,7.185144,0.9136
347,1808.42,0.831050228,7.237354667,446.306,0.921348315,7.195016,83.831,7.18544266666667,0.9165,65518.3276666667,7.08530133333333,0.8
348,1721.76,0.884910486,7.381405333,252.458,0.943005181,7.015797333,174.72,7.16893066666667,0.927,66114.7653333333,7.33163466666667,0.8113
349,1746.49,0.67953668,6.853810667,377.183,0.896825397,7.256128,168.874,7.04074133333333,0.9178,66579.483,7.02699466666667,0.9262
350,1734.09,0.930232558,7.403746667,558.31,0.915887851,7.238896,94.0093333333333,6.334112,0.9164,67109.8116666667,7.23896,0.9357
351,1756.83,0.738170347,7.143242667,590.893,0.897832817,7.186573333,61.6236666666667,6.097408,0.8828,67585.67,7.21435733333333,0.9667
352,1929.58,0.740524781,6.979168,769.577,0.888888889,7.073221333,125.821333333333,6.45279466666667,0.8476,68059.6263333333,7.22946666666667,0.9733
353,1969.06,0.840148699,7.22844,966,0.877697842,7.228418667,207.357,6.28807733333333,0.8638,68483.3576666667,7.02820533333333,0.9759
354,1951.89,0.757660167,7.27648,975.702,0.794202899,7.175426667,212.859333333333,6.3452,0.8193,68910.2473333333,7.28988,0.9497
355,1951.84,0.778210117,7.216773333,790.723,0.886363636,7.025504,126.523666666667,5.47885066666667,0.8302,69375.297,7.169392,0.9882
356,1926.65,0.75,6.971178667,708.574,0.854961832,7.121874667,46.2333333333333,3.93553866666667,0.7891,69842.5146666667,7.140336,0.9429
357,1758.36,0.743243243,7.389770667,465.233,0.813333333,5.478416,48.2043333333333,4.90353066666667,0.7922,70273.9696666667,7.19548266666667,0.9537
358,1541.68,0.85106383,7.047936,454.898,0.907103825,5.067786667,83.3826666666667,6.16964533333333,0.907,70723.9423333333,7.20558133333333,0.9119
359,1454.71,0.911917098,7.045674667,282.602,0.940540541,5.378106667,103.960666666667,6.28596266666667,0.9223,71206.1873333333,7.12967733333333,0.9151
360,1571.05,0.813559322,7.313474667,329.152,0.92722372,5.734885333,48.3543333333333,4.65574933333333,0.9167,71706.961,7.1706,0.9231
361,1614.27,0.961424332,7.116122667,291.287,0.954954955,6.376629333,50.2673333333333,5.11940533333333,0.9534,72227.835,7.23012533333333,0.9738
362,1523.83,0.946708464,7.356666667,378.586,0.974683544,6.523781333,47.9556666666667,5.631808,0.9677,72697.363,7.22755466666667,0.9412
363,1491.82,0.87544484,7.120002667,400.034,0.951672863,6.988472,69.2246666666667,6.12475733333333,0.9538,73203.9826666667,7.059992,0.8971
364,1442.56,0.835555556,6.982336,453.229,0.871111111,7.055685333,121.404,6.275432,0.95,73704.265,7.26376266666667,0.9244
365,1446.16,0.75177305,7.320178667,608.836,0.884057971,7.324288,171.869333333333,6.90713866666667,0.7919,74191.257,7.096376,0.9231
366,1501.01,0.89539749,7.200938667,733.638,0.891774892,7.138237333,229.042333333333,6.88242933333333,0.9028,74637.747,6.61922933333333,0.9505
367,1540.38,0.761290323,7.177666667,847.468,0.852459016,7.110248,114.044666666667,6.80264533333333,0.8601,75132.3836666667,7.637448,0.9082
368,1677.46,0.75,7.007605333,556.614,0.877094972,7.266032,100.500333333333,6.3256,0.8655,75656.6176666667,7.15961866666667,0.916
369,1725.54,0.817275748,7.151018667,530.094,0.857142857,7.137312,148.694,6.12981066666667,0.8371,76208.1616666667,7.26458133333333,0.8994
370,1746.87,0.661818182,7.279658667,649.354,0.874551971,7.163176,139.482666666667,5.52429066666667,0.8143,76742.6186666667,7.200208,0.8961
371,1715.36,0.776978417,7.239482667,683.815,0.827586207,7.092992,63.924,4.58482666666667,0.7724,77233.4283333333,6.95593866666667,0.9558
372,1690.5,0.828451883,6.994261333,679.262,0.897435897,7.191968,48.511,5.363048,0.8584,77747.411,7.326304,0.9091
373,1595.05,0.884848485,7.222176,964.707,0.915360502,4.897909333,52.7183333333333,5.57441066666667,0.943,78260.408,7.19858133333333,0.85
374,1382.23,0.952095808,7.175592,565.264,0.553030303,2.767669333,67.8423333333333,5.82945066666667,0.936,78721.222,7.36112533333333,0.9179
375,1342.27,0.871080139,7.096378667,57.2421,0.472906404,3.436490667,46.5886666666667,4.959816,0.931,79142.0423333333,7.073272,0.905
376,1344.11,0.817610063,7.185498667,47.1379,0.52173913,4.398656,48.153,5.21915466666667,0.8831,79507.111,7.10236266666667,0.8868
377,1246.26,0.887445887,7.164517333,118.234,0.788732394,4.544978667,88.2843333333333,6.50234666666667,0.8761,79828.542,7.164424,0.8298
378,1257.1,0.824626866,7.104744,195.297,0.852713178,5.65124,215.395666666667,7.09322133333333,0.9073,80188.4763333333,7.23813066666667,0.8605
379,1596.22,0.786516854,7.176896,361.873,0.870535714,7.0632,211.520666666667,6.72888533333333,0.9102,80599.554,7.09205066666667,0.9254
380,1609.38,0.898989899,7.320445333,625.923,0.880829016,7.162757333,64.3303333333333,6.002768,0.8757,81120.1913333333,7.02228533333333,0.9485
381,1546.13,0.830564784,7.135152,407.552,0.931596091,7.157442667,101.084666666667,5.78518933333333,0.9278,81645.966,7.30502133333333,0.878
382,1640.06,0.879120879,6.842872,351.63,0.904942966,7.138597333,135.348333333333,5.42587733333333,0.8881,82166.293,7.16001066666667,0.9216
383,1541.51,0.75,7.428058667,258.931,0.805194805,7.085669333,63.0266666666667,5.005344,0.8454,82680.2443333333,7.27287733333333,0.9825
384,1450.29,0.776699029,7.285738667,308.89,0.828282828,7.236245333,59.3313333333333,5.51325333333333,0.7778,83110.539,7.27097333333333,0.9249
385,1365.91,0.948148148,5.124069333,357.314,0.948148148,5.467693333,126.639666666667,5.63083733333333,0.9412,83559.1816666667,6.62636,0.9486
386,1564.16,0.873015873,4.837114667,344.564,0.913385827,4.352632,403.080333333333,4.84354933333333,0.9348,84078.921,4.724416,0.9863
