time,js.latency,js.accuracy,js.throughput,jet.latency,jet.accuracy,jet.throughput
160,46.3483,0.854689564,11.75765867,51.3596,0.897160883,11.72175733
161,48.022,0.877537656,12.86686667,50.4066,0.877642537,11.81878133
162,46.1667,0.877300614,12.183464,51.5667,0.90157251,12.214192
163,45.8667,0.858858859,12.51220533,51.0667,0.902411022,12.29685333
164,45.9444,0.87144623,12.59281333,51.1444,0.889957907,12.15990933
165,46.1444,0.856608479,12.52214133,50.7391,0.873703478,13.17776
166,45.8889,0.875,13.07462133,52.1798,0.886322188,12.85974133
167,45.9556,0.876136364,13.396712,53.9318,0.911877395,13.02976533
168,46.3556,0.847926267,13.52024533,54.8043,0.912493121,13.830512
169,46.8667,0.857475276,13.817024,53.978,0.891032917,13.43690933
170,47.0337,0.867420349,13.68031733,52.9886,0.878695209,12.32835733
171,49.0659,0.874511991,14.71354933,51.3111,0.908008658,12.75571733
172,46.6044,0.904205608,13.78270933,51.0667,0.910857143,12.77668533
173,46.5333,0.827244582,13.55640267,54.0222,0.834017595,12.690848
174,46.8667,0.825766871,13.77984,54.2444,0.845508982,12.757192
175,46.9,0.827629911,13.95783467,53.1,0.867995019,12.768816
176,46.0556,0.843559978,13.71110933,51.7889,0.886620097,13.20862667
177,46.9333,0.85535248,13.806976,58.3,0.878757515,13.811744
178,47.0333,0.865060241,13.829224,56.1889,0.874853801,13.29566133
179,46.3556,0.864898211,13.70288533,54.7667,0.888358209,12.965088
180,47.5056,0.845002992,13.54547733,52.0333,0.846420323,12.637808
181,49.1522,0.888231816,14.92040533,52.1,0.888382688,12.75852
182,46.3333,0.844267727,13.514088,52.3222,0.880606444,12.80209067
183,46.2889,0.866152768,13.68957067,51.3111,0.886639676,12.596856
184,46.3222,0.852525253,13.85686933,52.6444,0.8828125,12.555352
185,46.7444,0.846446701,13.846024,51.2809,0.910216718,12.447008
186,46.7753,0.880886427,13.478232,52.8222,0.916275955,12.29092
187,45.9889,0.858099063,13.54992533,53.6667,0.867875648,12.76615467
188,46.6222,0.817039106,13.41288533,55.6111,0.861863847,12.66679467
189,46.2778,0.837662338,13.177392,54.4111,0.89059501,12.552984
190,46.2841,0.856562923,13.140672,51.5111,0.857877814,12.137
191,49.0323,0.852830189,14.591424,51.4505,0.873873874,12.52365067
192,46.4,0.84496124,12.88198667,52.6889,0.895799236,12.18037867
193,46.0899,0.806004619,12.91056,52.3778,0.893271462,12.34693867
194,46.1222,0.831139096,12.910208,51.8444,0.885361552,12.39982933
195,45.6629,0.826285714,12.92082933,53.1348,0.883131837,11.9998
196,46.1099,0.85884455,13.349216,50.8681,0.910938434,12.981024
197,45.4222,0.850718301,13.39648533,53.1111,0.878655881,12.41599467
198,46.0659,0.806671721,13.29910133,51.5,0.848351648,12.36720267
199,46.2921,0.865177833,13.39824,50.9773,0.859594384,11.55562933
200,47.0562,0.87431694,12.73193067,51.6413,0.885159011,12.09012267
201,47.7033,0.893280632,13.26643733,50.4556,0.91048202,11.728872
202,45.7143,0.846921797,12.6236,51.2584,0.882123341,11.666576
203,45.5055,0.848920863,11.76837867,50.0769,0.853195164,12.198064
204,44.9318,0.898431049,11.03785333,52.1111,0.934306569,11.99961067
205,207.551,0.825862069,7.178648,103.029,0.851098454,9.192562667
206,320.524,0.864864865,7.268754667,457.439,0.88503937,7.14188
207,233.905,0.830508475,7.13732,816.318,0.88923802,6.933589333
208,87.6548,0.829085457,7.043165333,622.34,0.906144497,7.687693333
209,153,0.855363322,7.133525333,341.365,0.900831734,6.016285333
210,82.3976,0.846256685,5.979029333,669.035,0.881733746,7.760872
211,257.767,0.856956238,7.400482667,1100.53,0.842420611,7.404525333
212,348.17,0.849590938,6.93944,1037.7,0.885630499,6.688877333
213,155.606,0.848894349,7.325701333,1234.04,0.897510133,7.107170667
214,302.014,0.850560399,7.030461333,711.157,0.868374032,4.547088
215,337.56,0.829545455,7.132397333,290.636,0.836212031,3.372504
216,234.584,0.868020305,7.223133333,332.571,0.796875,3.476746667
217,460.348,0.849012776,7.263658667,450.064,0.712230216,3.610069333
218,562.969,0.835008871,6.841549333,155.986,0.741784038,4.125352
219,514.179,0.838516746,7.416341333,316.838,0.792844778,5.61884
220,769.938,0.833972603,7.041386667,503.952,0.834894037,5.800562667
221,916.411,0.872989462,7.090677333,960.731,0.873859367,6.632218667
222,1006.84,0.913043478,7.322645333,1156.13,0.897583429,7.027330667
223,1205.85,0.815104167,7.179992,1342.12,0.827912478,7.633752
224,1449.83,0.795783926,7.104826667,815.673,0.80806846,4.872074667
225,1478.34,0.841352406,7.149064,650.065,0.79245283,3.548941333
226,1563.7,0.848449386,7.149109333,51.2135,0.773255814,1.142466667
227,1647.08,0.856084656,7.156781333,55.7816,0.800214248,2.559557333
228,1541.88,0.876459742,7.311874667,155.12,0.803357314,4.006645333
229,1569.25,0.849656893,7.247589333,258.233,0.81184454,6.254042667
230,1634.78,0.81727159,6.998429333,560.167,0.787640449,7.645192
231,1537.09,0.852976914,7.160965333,1004.75,0.830254042,7.088154667
232,1650.54,0.823050848,7.069794667,827.487,0.883396705,6.360656
233,1753.93,0.837508948,7.317656,852.14,0.868493151,4.949261333
234,1646.98,0.818559557,7.148829333,465.633,0.838709677,4.585784
235,1641.61,0.861558274,7.02028,148.234,0.896636086,3.82004
236,1594.47,0.890277778,7.368637333,363.746,0.787188612,5.494218667
237,1575.29,0.852638794,7.085168,597.694,0.735334243,6.200245333
238,1487.78,0.834612701,7.1258,901.477,0.761968085,6.677725333
239,1403.99,0.842312746,7.377930667,1059.83,0.804625685,7.489946667
240,1523.06,0.784,7.180538667,671.331,0.775612822,4.491266667
241,1549.15,0.825503356,6.836632,290.162,0.84469697,2.817882667
242,1404.93,0.841743119,7.482917333,484.131,0.88128106,3.831914667
243,1504.95,0.818501171,6.96732,503.854,0.890046296,3.55728
244,1305.94,0.84043849,7.211856,195.194,0.867724868,4.723696
245,1367.73,0.827160494,7.277381333,346.303,0.744759556,5.563429333
246,1502.83,0.83703234,7.085261333,585.955,0.756790124,5.853098667
247,1325.36,0.827357238,7.231224,714.345,0.756521739,5.805410667
248,1388.58,0.783281734,7.089645333,670.78,0.727015559,5.127624
249,1471.13,0.815533981,7.038237333,635.124,0.821834723,6.254208
250,1330.81,0.853974122,7.417957333,484.833,0.864628821,4.851557333
251,1472.05,0.834810637,7.086586667,518.848,0.894223556,4.907322667
252,1447.26,0.808798646,7.018298667,473.137,0.882123341,5.107661333
253,1365.56,0.811753903,7.425413333,397.5,0.825610784,6.825357333
254,1478.99,0.839111111,6.951090667,682.017,0.901521217,7.403944
255,1394.05,0.788213628,7.201173333,1118.95,0.853112033,7.393794667
256,1315.11,0.864864865,7.185488,1291.31,0.88503937,6.574184
257,1321.34,0.836734694,7.143704,1154,0.853950519,7.34144
258,1243.26,0.82664648,7.219805333,780.343,0.881735479,6.259845333
259,1109.69,0.858912595,7.228704,717.37,0.88630491,5.099576
260,1236.41,0.847811888,7.1312,247.122,0.780332056,3.132842667
261,1481.19,0.830829523,7.006010667,404.852,0.764089122,3.824250667
262,1468.93,0.851596744,7.130864,523.382,0.833430742,5.830682667
263,1413.28,0.8436542,7.400482667,793.887,0.828115771,4.955562667
264,1425.17,0.860935525,6.918573333,375.306,0.873035067,5.342112
265,1224.06,0.84871312,7.444365333,577.664,0.847087379,5.103466667
266,1311.92,0.859137056,7.112818667,289.275,0.877044216,3.874098667
267,1377.5,0.847262248,7.142104,593.049,0.852553069,4.755610667
268,1346.77,0.855829983,7.194826667,593.36,0.74091442,5.544922667
269,1439.72,0.841055719,7.277202667,777.2,0.786452354,7.628093333
270,1486.8,0.824561404,6.913845333,721.436,0.82322975,6.021261333
271,1390.61,0.871937639,7.242245333,685.353,0.872707659,4.064450667
272,1582.03,0.896913221,6.779842667,514.227,0.874855156,3.402448
273,1659.97,0.810572687,7.702034667,378.603,0.836171462,2.569986667
274,1638.38,0.796052632,7.101946667,99.7805,0.808877929,3.440064
275,1637.52,0.841342989,6.949682667,199.333,0.756129032,4.714906667
276,1566.98,0.846962617,7.437696,386.983,0.776811594,4.92012
277,1622.68,0.855932203,6.892890667,820.016,0.794926004,8.041477333
278,1534.74,0.87031346,7.224578667,920.822,0.836561743,6.713178667
279,1463.28,0.847265871,7.110269333,857.114,0.836912362,4.674496
280,1448.81,0.817554859,7.385928,652.071,0.817080208,4.254064
281,1529.01,0.862238622,7.118234667,372.214,0.879490151,2.220746667
282,1631.06,0.808,7.009106667,75.0602,0.867830424,2.717085333
283,1668.87,0.841954023,7.210848,154.355,0.673455533,4.108650667
284,1617.18,0.837762238,7.309149333,356.045,0.72044335,5.745133333
285,1575.17,0.86521181,7.250954667,653.211,0.806927518,7.179314667
286,1690.53,0.889506602,6.947098667,985.393,0.840522876,7.314189333
287,1661.69,0.848275862,7.302674667,1107.74,0.847757423,7.327928
288,1568.11,0.839662447,7.108442667,1156.21,0.81748072,6.426706667
289,1536.22,0.844850065,7.098114667,750.85,0.875242405,6.619581333
290,1465.93,0.786127168,7.233130667,732.067,0.834196891,5.368122667
291,1542.33,0.820095044,7.2292,375.165,0.758577667,5.600805333
292,1600.17,0.838412881,7.352250667,561.431,0.831600832,5.393090667
293,1534.8,0.824705882,6.968512,597.646,0.843243243,4.407157333
294,1550.86,0.853103872,7.108848,526.286,0.867413082,4.367277333
295,1570.53,0.826815643,7.218576,668.338,0.883131837,5.316149333
296,1393.49,0.841703751,7.287218667,645.551,0.896551724,4.442338667
297,1448.43,0.81462141,7.163850667,472.577,0.845579079,4.468144
298,1546.76,0.78369906,6.835725333,540.889,0.747650036,4.65572
299,1389.75,0.810248199,7.428552,587.075,0.776831346,5.599402667
300,1476.93,0.851376147,7.056130667,738.587,0.825932504,7.197794667
301,1474.95,0.846029173,7.1944,1061.01,0.782417582,7.350797333
302,1364.56,0.798312236,7.353213333,885.819,0.823444284,6.348461333
303,1434.66,0.8,7.003904,716.219,0.824935952,5.110717333
304,1240.03,0.859894921,7.295509333,702.109,0.914805625,4.439861333
305,1244.49,0.848689772,7.210576,46.6813,0.851273624,1.098493333
306,1480.07,0.851666667,7.119616,87.439,0.871205907,2.496952
307,1805.86,0.830508475,7.112109333,137.222,0.813069909,4.105282667
308,1665.4,0.824495893,7.060266667,287.339,0.777856636,4.715026667
309,1476.09,0.855955679,7.32064,593.043,0.828981723,8.003149333
310,1479.36,0.842733908,7.079394667,834.448,0.833962264,7.251656
311,1264.29,0.850980392,6.880002667,995.333,0.842420611,7.092488
312,1301.66,0.868405094,7.565752,1366.24,0.883829539,6.993709333
313,1325.32,0.850490196,7.08816,837.006,0.893789901,5.348741333
314,1595.33,0.859671302,7.299282667,603.112,0.886363636,2.840901333
315,1799.24,0.841239722,7.037549333,342.709,0.791970803,2.928186667
316,1680.84,0.856782334,7.327810667,335.023,0.792945787,3.191112
317,1631.2,0.84216657,6.971077333,129.348,0.757410768,3.516997333
318,1507.47,0.839667458,7.374426667,350.914,0.781212842,6.315624
319,1527.19,0.8424821,6.975136,659.603,0.814730878,7.951533333
320,1480.47,0.813596491,7.267149333,1121.9,0.843503937,6.680338667
321,1553.3,0.876727474,7.090088,1239.82,0.869239014,6.617688
322,1560.67,0.90052356,6.845378667,806.688,0.906590258,5.974989333
323,1574.71,0.808402292,7.543485333,889.013,0.787128713,5.201669333
324,1669.36,0.796576695,7.225072,846.085,0.751507033,4.972557333
325,1636.22,0.827586207,7.158458667,424.978,0.753196931,3.42912
326,1554.47,0.844756883,7.045677333,472.879,0.79977182,4.806826667
327,1592.25,0.856991525,7.324912,598.927,0.802265706,5.267872
328,1507.04,0.86993865,7.045133333,307.264,0.823129252,4.682922667
329,1509.85,0.849401386,7.124928,670.221,0.845373134,4.57056
330,1449.43,0.813159528,7.292989333,192.169,0.837821664,3.962037333
331,1560.53,0.862068966,7.149277333,359.414,0.867276888,4.186464
332,1654.46,0.829135466,6.476096,419.35,0.735936466,4.56756
333,1610.71,0.845272206,7.767722667,243.493,0.689470154,3.803866667
334,1665.47,0.832515767,7.285653333,519.417,0.737777778,7.395328
335,1650.34,0.854744997,7.205386667,576.075,0.825641026,6.111314667
336,1603.03,0.889200561,7.177157333,565.379,0.891260841,5.531128
337,1575.07,0.844720497,7.057333333,884.016,0.845953003,4.702672
338,1517.52,0.847977685,7.185338667,1180.7,0.854264607,7.926362667
339,1512.83,0.842592593,7.096901333,868.765,0.860228717,6.282253333
340,1508.47,0.792534099,7.418965333,223.853,0.803499327,2.960741333
341,1498.79,0.8245497,7.093589333,445.536,0.759096612,3.062704
342,1544.84,0.840778923,6.724096,452.776,0.803252033,3.965954667
343,1529.65,0.833333333,7.523157333,449.025,0.781464531,4.107904
344,1497.33,0.842883549,7.196189333,275.653,0.789115646,5.448274667
345,1348.87,0.822580645,7.183621333,453.449,0.806020067,5.733029333
346,1364.12,0.838300571,7.194237333,702.614,0.854390935,5.289357333
347,1511.52,0.81462141,7.155317333,833.169,0.856070088,6.408546667
348,1371.9,0.783018868,7.201408,218.351,0.848351648,2.996989333
349,1418.33,0.821829856,7.023245333,264.885,0.818330606,3.243298667
350,1480.43,0.851376147,7.100016,391.841,0.754966887,3.699464
351,1399.85,0.852965069,6.995706667,668.802,0.780715397,4.948453333
352,1460.88,0.80235492,7.54168,753.41,0.754047803,6.702136
353,1448.49,0.798457088,7.07276,669.291,0.789699571,6.544914667
354,1296.96,0.858143608,7.215016,506.641,0.901116427,4.707189333
355,1366.64,0.792943361,7.22336,865.242,0.850957535,5.180944
356,1480.35,0.858603066,7.016954667,440.33,0.88503937,3.896381333
357,1456.97,0.841402337,7.204528,491.153,0.892913386,4.754002667
358,1445.99,0.899653979,7.350645333,689.942,0.80565371,5.058376
359,1494.83,0.859685147,7.035904,202.781,0.836454432,3.685101333
360,1627.29,0.842733908,7.342024,341.114,0.798679868,4.864594667
361,1564.46,0.85620915,7.048637333,439.809,0.830188679,4.812757333
362,1523.84,0.852130326,7.119928,313.829,0.877412032,4.348021333
363,1534.99,0.844636252,7.177325333,553.519,0.870220162,6.261962667
364,1383.34,0.850560399,7.122026667,516.519,0.870042709,5.852738667
365,1370.38,0.837617555,7.255112,891.667,0.87030303,8.117570667
366,1346.07,0.856782334,6.985338667,1178.13,0.848520023,6.992077333
367,1373,0.853672643,7.262730667,1216.21,0.870164282,7.395074667
368,1449.23,0.845882353,7.149101333,457.94,0.886498117,2.812418667
369,1486.18,0.837485172,7.038312,174.329,0.873629544,3.470426667
370,1505.04,0.82487725,7.255752,213.037,0.810230179,4.160421333
371,1480.82,0.872646733,7.327069333,349.814,0.863930886,4.524962667
372,1529.21,0.903112155,6.720232,850.111,0.859770115,7.200573333
373,1669.57,0.81414791,7.408173333,916.931,0.832246592,7.283381333
374,1635.34,0.792922674,7.183304,1220.09,0.832844575,7.241456
375,1576.75,0.827218145,7.367946667,1117.36,0.829239065,6.942184
376,1534.48,0.847813411,7.207042667,815.201,0.853957637,4.428565333
377,1530.86,0.863370548,7.098592,388.038,0.861755802,3.959485333
378,1506.9,0.867647059,6.884701333,749.905,0.799001248,4.568629333
379,1438.68,0.847328244,7.341648,221.574,0.798969072,4.266741333
380,1481.92,0.814861461,7.238445333,251.565,0.733910891,4.552330667
381,1545.46,0.85940353,7.004896,492.189,0.784596871,6.086584
382,1540.35,0.817146685,6.961304,510.748,0.794060684,4.431317333
383,1592.71,0.841954023,7.454421333,474.014,0.822006473,5.351821333
384,1524.9,0.816920943,7.052154667,761.48,0.861820563,5.043576
385,1736.21,0.866666667,4.590288,804.068,0.902948403,4.727773333
386,1976.97,0.896167247,4.780618667,986.195,0.908339077,4.157312
387,2235.79,0.840440165,4.948781333,702.746,0.849385908,3.690866667
388,2640.3,0.841004184,4.747226667,1078.97,0.693905817,4.178677333
389,2829.82,0.842592593,4.657597333,963.677,0.761220826,4.219141333
390,3021.25,0.784,4.895794667,1056.12,0.752488388,3.768586667
391,3231.57,0.820095044,4.867349333,573.687,0.76466877,3.985373333
392,3400.75,0.840778923,4.487386667,779.357,0.831600832,3.505112
393,3562.54,0.824705882,4.944904,1050.61,0.843243243,3.783074667
394,3757.17,0.842883549,4.689229333,698,0.867724868,3.432754667
395,4019.88,0.831781502,4.905413333,1322.9,0.844496214,4.111474667
396,4185.11,0.846153846,4.658642667,593.711,0.912751678,2.633488
397,4327.15,0.81462141,4.848378667,428.726,0.704960836,2.626432
398,4488.32,0.784222738,4.830573333,872.579,0.747650036,3.96868
399,4612.27,0.814159292,4.688704,276.691,0.775405636,2.642394667
400,4785.88,0.851376147,4.925253333,530.55,0.825932504,3.865941333
401,4936.68,0.834810637,4.750549333,754.943,0.782417582,3.49108
402,5110.39,0.803030303,4.617565333,996.799,0.823444284,3.264002667
403,5280.76,0.8,4.94092,632.517,0.826825127,3.752810667
404,5444.91,0.841441441,4.484282667,840.671,0.914805625,3.236632
405,5634.69,0.782205746,5.06256,275.776,0.813397129,2.358341333
