0,960,2,40,3,0,1
1,960,2,40,3,0,1
2,960,2,40,2,1,3
3,960,2,40,2,1,5
4,960,2,40,1,2,3
5,960,2,40,1,2,4
6,960,2,40,4,1,1
7,960,2,40,3,2,3
8,960,2,40,2,3,4
9,960,2,40,4,1,1
10,960,2,40,3,2,3
11,960,2,40,2,3,4
12,960,2,40,4,1,3
13,960,2,40,4,1,3
14,960,2,40,5,0,2
15,960,2,40,2,1,4
16,960,2,40,2,1,4
17,960,2,40,2,1,5
18,960,2,40,4,0,2
19,960,2,40,4,0,2
20,960,2,40,4,0,1
21,960,2,40,3,1,2
22,960,2,40,3,1,2
23,960,2,40,3,1,4
24,960,2,40,5,0,1
25,960,2,40,5,0,1
26,960,2,40,2,3,2
27,960,2,40,4,0,1
28,960,2,40,4,0,2
29,960,2,40,4,0,1
30,960,2,40,3,1,2
31,960,2,40,3,1,2
32,960,2,40,1,3,4
33,960,2,40,2,0,3
34,960,2,40,2,0,3
35,960,2,40,2,0,3
36,960,2,40,2,0,4
37,960,2,40,1,1,3
38,960,2,40,1,1,3
39,960,2,40,3,0,3
40,960,2,40,3,0,3
41,960,2,40,3,0,3
42,960,2,40,3,0,3
43,960,2,40,3,0,3
44,960,2,40,2,1,4
45,960,2,40,2,2,4
46,960,2,40,2,2,3
47,960,2,40,3,1,2
48,960,2,40,2,2,4
49,960,2,40,2,2,3
50,960,2,40,2,2,3
51,960,2,40,2,1,3
52,960,2,40,2,1,3
53,960,2,40,1,2,4
54,960,2,40,1,2,4
55,960,2,40,2,1,5
56,960,2,40,2,1,4
57,960,2,40,4,0,1
58,960,2,40,4,0,1
59,960,2,40,4,0,1
60,960,2,40,3,1,4
61,960,2,40,3,1,2
62,960,2,40,3,1,3
63,960,2,40,1,1,5
64,960,2,40,1,1,5
65,960,2,40,1,1,5
66,960,2,40,1,2,5
67,960,2,40,1,2,5
68,960,2,40,1,2,4
69,960,2,40,1,3,2
70,960,2,40,2,2,1
71,960,2,40,2,2,3
72,960,2,40,3,1,1
73,960,2,40,3,1,1
74,960,2,40,3,1,2
75,960,2,40,3,0,3
76,960,2,40,3,0,1
77,960,2,40,3,0,1
78,960,2,40,2,1,2
79,960,2,40,2,1,2
80,960,2,40,2,1,2
81,960,2,40,1,0,3
82,960,2,40,1,0,3
83,960,2,40,1,0,2
84,960,2,40,1,0,2
85,960,2,40,1,0,2
86,960,2,40,1,0,3
87,960,2,40,0,1,4
88,960,2,40,0,1,3
89,960,2,40,0,1,3
90,960,2,40,1,0,2
91,960,2,40,1,0,2
92,960,2,40,0,1,3
93,960,2,40,1,0,2
94,960,2,40,1,0,2
95,960,2,40,1,0,3
96,960,2,40,2,0,3
97,960,2,40,2,0,3
98,960,2,40,1,1,3
99,960,2,40,1,0,4
100,960,2,40,1,0,4
101,960,2,40,1,0,5
102,960,2,40,1,0,4
103,960,2,40,1,0,3
104,960,2,40,1,0,3
105,960,2,40,0,0,5
106,960,2,40,0,0,3
107,960,2,40,0,0,3
108,960,2,40,0,0,3
109,960,2,40,0,0,2
110,960,2,40,0,0,3
111,960,2,40,0,0,3
112,960,2,40,0,0,2
113,960,2,40,0,0,5
114,960,2,40,0,0,2
115,960,2,40,0,0,3
116,960,2,40,0,0,3
117,960,2,40,0,0,4
118,960,2,40,0,0,4
119,960,2,40,0,0,5
120,960,2,40,0,1,3
121,960,2,40,0,1,5
122,960,2,40,0,1,5
123,960,2,40,0,0,5
124,960,2,40,0,0,4
125,960,2,40,0,0,4
126,960,2,40,0,1,5
127,960,2,40,1,0,2
128,960,2,40,0,1,3
129,960,2,40,1,0,3
130,960,2,40,1,0,2
131,960,2,40,1,0,2
132,960,2,40,0,1,2
133,960,2,40,0,1,3
134,960,2,40,0,1,1
135,960,2,40,0,1,1
136,960,2,40,0,1,1
137,960,2,40,0,1,1
138,960,2,40,0,0,1
139,960,2,40,0,0,1
140,960,2,40,0,0,1
141,960,2,40,0,1,1
142,960,2,40,0,1,1
143,960,2,40,0,1,1
144,960,2,40,0,0,1
145,960,2,40,0,0,1
