0,960,0,30,10,3,11
1,960,0,30,11,2,10
2,960,0,30,10,3,8
3,960,0,30,10,2,11
4,960,0,30,12,2,9
5,960,0,30,11,1,12
6,960,0,30,11,1,12
7,960,0,30,12,1,11
8,960,0,30,10,1,12
9,960,0,30,10,2,10
10,960,0,30,9,2,12
11,960,0,30,10,1,13
12,960,0,30,10,1,11
13,960,0,30,10,2,12
14,960,0,30,10,2,12
15,960,0,30,10,2,10
16,960,0,30,11,2,8
17,960,0,30,9,1,11
18,960,0,30,9,1,15
19,960,0,30,11,1,13
20,960,0,30,8,3,14
21,960,0,30,9,3,13
22,960,0,30,8,3,14
23,960,0,30,7,3,13
24,960,0,30,8,2,14
25,960,0,30,7,1,12
26,960,0,30,7,0,13
27,960,0,30,8,1,14
28,960,0,30,8,1,13
29,960,0,30,7,3,12
30,960,0,30,6,2,14
31,960,0,30,8,1,12
32,960,0,30,9,1,12
33,960,0,30,9,1,13
34,960,0,30,10,1,13
35,960,0,30,8,2,12
36,960,0,30,10,1,9
37,960,0,30,10,2,9
38,960,0,30,11,2,9
39,960,0,30,9,2,13
40,960,0,30,11,1,12
41,960,0,30,9,2,11
42,960,0,30,8,2,13
43,960,0,30,11,0,9
44,960,0,30,8,3,9
45,960,0,30,9,2,13
46,960,0,30,9,1,14
47,960,0,30,9,0,14
48,960,0,30,9,0,16
49,960,0,30,10,0,13
50,960,0,30,10,0,10
51,960,0,30,11,0,10
52,960,0,30,9,0,9
53,960,0,30,9,0,9
54,960,0,30,10,0,11
55,960,0,30,9,1,8
56,960,0,30,9,2,9
57,960,0,30,11,2,6
58,960,0,30,10,1,10
59,960,0,30,10,1,9
60,960,0,30,11,3,9
61,960,0,30,9,3,9
62,960,0,30,9,3,8
63,960,0,30,9,2,10
64,960,0,30,9,1,7
65,960,0,30,10,2,9
66,960,0,30,9,2,13
67,960,0,30,10,2,12
68,960,0,30,10,1,14
69,960,0,30,9,2,10
70,960,0,30,9,1,12
71,960,0,30,10,2,7
72,960,0,30,8,2,12
73,960,0,30,9,2,9
74,960,0,30,10,2,5
75,960,0,30,10,1,4
76,960,0,30,11,2,8
77,960,0,30,10,1,7
78,960,0,30,9,2,8
79,960,0,30,9,2,9
80,960,0,30,9,2,9
81,960,0,30,10,1,5
82,960,0,30,11,2,6
83,960,0,30,11,2,8
84,960,0,30,10,3,7
85,960,0,30,12,2,6
86,960,0,30,12,2,5
87,960,0,30,11,0,9
88,960,0,30,9,1,8
89,960,0,30,8,1,8
90,960,0,30,11,0,5
91,960,0,30,12,0,5
92,960,0,30,12,1,5
93,960,0,30,11,1,9
