0,1600,14,40,14,2,7
1,1600,14,40,14,2,7
2,1600,14,40,13,3,5
3,1600,14,40,14,2,7
4,1600,14,40,14,2,7
5,1600,14,40,14,2,9
6,1600,14,40,14,2,9
7,1600,14,40,14,2,9
8,1600,14,40,14,2,8
9,1600,14,40,13,3,7
10,1600,14,40,13,3,8
11,1600,14,40,13,3,10
12,1600,14,40,13,3,8
13,1600,14,40,13,3,9
14,1600,14,40,13,3,9
15,1600,14,40,18,3,2
16,1600,14,40,18,3,1
17,1600,14,40,18,3,2
18,1600,14,40,19,2,5
19,1600,14,40,19,2,5
20,1600,14,40,18,3,4
21,1600,14,40,17,4,5
22,1600,14,40,17,4,5
23,1600,14,40,15,6,5
24,1600,14,40,17,4,5
25,1600,14,40,15,6,4
26,1600,14,40,14,7,6
27,1600,14,40,17,4,5
28,1600,14,40,16,5,5
29,1600,14,40,15,6,4
30,1600,14,40,17,7,3
31,1600,14,40,19,5,1
32,1600,14,40,18,6,3
33,1600,14,40,18,6,4
34,1600,14,40,19,5,4
35,1600,14,40,16,8,4
36,1600,14,40,17,7,2
37,1600,14,40,17,7,2
38,1600,14,40,17,7,3
39,1600,14,40,18,6,4
40,1600,14,40,18,6,5
41,1600,14,40,16,8,4
42,1600,14,40,16,8,5
43,1600,14,40,16,8,4
44,1600,14,40,13,11,4
45,1600,14,40,17,6,5
46,1600,14,40,18,5,5
47,1600,14,40,18,5,5
48,1600,14,40,19,4,6
49,1600,14,40,17,6,6
50,1600,14,40,16,7,4
51,1600,14,40,19,4,2
52,1600,14,40,16,7,2
53,1600,14,40,14,9,4
54,1600,14,40,16,7,5
55,1600,14,40,14,9,3
56,1600,14,40,14,9,4
57,1600,14,40,14,9,3
58,1600,14,40,14,9,6
59,1600,14,40,13,10,6
60,1600,14,40,13,4,7
61,1600,14,40,13,4,5
62,1600,14,40,14,3,3
63,1600,14,40,15,2,4
64,1600,14,40,14,3,2
65,1600,14,40,16,1,3
66,1600,14,40,15,2,7
67,1600,14,40,13,4,9
68,1600,14,40,16,1,8
69,1600,14,40,12,5,7
70,1600,14,40,14,3,7
71,1600,14,40,12,5,5
72,1600,14,40,13,4,7
73,1600,14,40,14,3,4
74,1600,14,40,12,5,3
75,1600,14,40,14,3,0
76,1600,14,40,15,2,4
